Alignment ID,Average Rt(min),Average Mz,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5
871,0.679,155.08221,2275,3320,4000,3837,3653,3465,3333,3258,3146,3080
872,11.174,155.10667,275,476,501,714,788,924,980,1050,1084,1229
873,17.686,155.10699,483,850,956,1161,1251,1336,1389,1477,1479,1689
878,0.549,156.07719,17238,21322,22630,23718,22031,24744,23087,25417,24756,25600
882,0.487,156.59294,1508,1698,2230,2205,2284,2346,2113,2777,2273,2059
890,4.199,157.09692,491,985,1491,1934,2138,2188,2257,2163,2165,2323
892,17.634,157.12236,910,1448,1733,2123,2387,2420,2719,2858,2847,2965
893,18.927,157.12283,574,951,1118,1450,1666,1803,1989,2332,2671,2955
902,0.547,158.09302,1696,1936,2177,2241,2320,2389,2605,2892,2752,2620
903,0.609,158.11731,1622,2115,2036,2380,1820,2351,1578,2097,1890,1878
904,4.965,158.1176,173,366,549,773,931,1096,1183,1225,1233,1086
906,0.51,158.16441,1506,1841,1834,2068,2398,2284,2277,2546,2441,2453
923,5.849,159.06532,412,962,1400,2032,3062,7492,8502,10568,12304,14173
926,0.595,159.07655,3598,4456,4601,4278,4070,4390,3967,3994,4222,4034
927,2.425,159.09216,1264,2381,3345,3586,3355,3299,3284,3441,3444,3658
929,0.623,159.11279,3035,4669,4515,4877,4664,4785,4638,4751,4443,4534
939,1.093,160.07581,2110,3234,3705,3525,3348,3630,3727,3812,3976,3995
940,0.66,160.07658,645,537,655,3525,1633,1733,1601,1881,1745,1738
942,0.678,160.1076,3725,4230,4401,4943,4802,5159,5332,5008,5350,5232
943,0.604,160.13304,9134,11598,10831,12567,11037,12705,11709,12604,12197,12515
950,0.587,161.0918,2706,3603,3931,3890,3746,3778,3811,3666,3588,3641
958,0.578,161.13606,1044,1336,1364,1557,1440,1634,1612,1590,1547,1625
964,1.058,162.02264,532,1045,1245,1096,1224,1169,1276,1208,1243,1447
967,3.145,162.05469,3014,6118,8307,10381,11927,11950,11143,11194,11556,9317
970,0.598,162.07628,7524,9529,9808,9525,8188,9111,7777,7784,7618,7742
971,0.569,162.11244,20150,25901,30255,29435,32393,30585,33373,32253,32685,34310
979,8.616,163.05995,491,1138,1648,2239,2538,2932,3298,3575,3838,4037
980,0.658,163.0603,8690,7786,6675,7131,6298,7236,7396,7431,7720,8173
982,0.58,163.11545,1704,2334,2599,2632,2869,2754,2882,3038,2891,3227
987,17.192,163.14873,314,698,778,1038,1151,1469,1812,1776,1924,2028
991,0.544,163.97778,4084,4780,5712,5552,6404,6015,6841,6558,6739,7133
996,0.716,165.05511,38329,47922,48897,48625,48811,46545,45548,46186,48597,48533
1003,17.685,165.12662,928,1450,1676,2089,2313,2535,2766,2895,2920,3055
1007,16.537,165.16396,734,1218,1509,2029,2335,2611,2760,2864,3138,2868
1010,0.612,166.05396,13243,15365,15860,14639,13717,14049,13101,13162,13078,12579
1013,2.491,166.08594,1146,2190,3256,3755,3894,3913,4104,4307,4157,4068
1014,7.258,166.08638,470,655,885,959,1157,1282,1663,2125,1919,1954
1017,0.637,166.0867,667,897,632,700,390727,326655,274362,249917,245365,236348
1018,1.241,166.08672,339683,629751,812404,726687,713682,734514,748762,780349,788029,809932
1021,0.622,166.12009,1844,2862,3000,3197,2421,1746,1490,1729,1032,1610
1029,5.824,167.05502,513,892,1045,1368,1779,2798,3330,4191,4712,5444
1031,16.593,167.05565,1658,2024,2412,3063,2984,3631,4129,4786,4680,5428
1032,0.531,167.0589,1575,1902,1785,1868,1743,1816,1660,1814,1603,1520
1035,0.596,167.08992,600,724,996,691,37105,30605,26067,23797,23623,22649
1036,1.255,167.09015,31435,58021,74564,67423,70111,69920,71204,73798,77832,79577
1037,17.463,167.10687,410,498,801,989,1257,1382,1511,1639,1572,1775
1039,11.172,167.14333,345,782,1026,1312,1604,1837,2270,2436,2791,3010
1041,17.685,167.14363,586,951,1226,1428,1619,1787,2099,1963,2015,2044
1043,17.683,167.17905,551,930,1109,1215,1404,1583,1688,1791,1750,1974
1047,0.524,168.07628,4410,5579,5714,6272,5369,6913,5690,6784,6517,6780
1048,1.243,168.09142,2613,4655,5810,5327,5426,5564,5720,5864,6242,5991
1049,0.835,168.09163,1565,1030,164,2342,3155,2703,2307,2018,1861,1992
1050,16.676,168.09872,574,989,1140,1195,1512,1526,1506,1420,1600,1823
1056,0.542,169.0589,3139,3840,4121,4375,5457,4283,5298,5307,5022,5413
1057,0.562,169.09523,2075,2607,3249,3723,4288,4191,4206,4304,4789,4832
1058,1.371,169.09763,453,926,1402,1765,1889,2350,2685,2998,3173,3355
1059,17.684,169.12207,860,1467,1932,2290,2458,2806,2865,3043,3172,3257
1060,0.538,169.98592,3814,4862,5804,6547,7235,7248,7699,7514,7949,8274
1061,0.548,170.03246,3168,3357,3271,5673,7056,6235,8703,8075,9280,9803
1066,0.573,170.084,1045,1491,1327,1435,1537,1771,1476,1729,1664,1938
1071,0.688,170.59935,889,1421,1439,1485,1442,1546,1417,1461,1411,1330
1073,0.585,171.05305,649,1056,1046,1262,1489,1249,1408,1392,1370,1371
1074,0.502,171.06258,2176,2620,2673,2984,3023,2869,2769,2888,2812,2656
1077,1.371,171.11246,1156,2716,3622,4288,4235,4068,4235,4059,4118,4161
1078,6.416,171.11252,209,256,815,1284,1921,1816,1946,2607,2470,2481
1079,0.626,171.11267,1607,2622,3238,3640,4172,4570,4802,5149,4944,4871
1080,4.13,171.11293,425,1092,1767,2042,2308,2658,2753,2890,2921,3178
1082,1.973,171.11354,573,1407,1899,2664,3288,3902,4187,4532,4918,5155
1083,5.718,171.11391,576,1333,1863,2257,2454,2497,2858,3414,3389,3134
1084,17.684,171.13756,1209,1893,2271,2804,3325,3363,3748,4024,3988,4450
1085,18.93,171.138,634,926,1222,1608,1894,2108,2299,2622,2749,2932
1086,19.897,171.13815,180,326,399,416,442,617,674,789,696,964
1088,0.481,172.06398,1806,1913,1992,2189,2072,2187,1978,2360,1812,2323
1098,0.559,173.04262,4112,4895,5358,5104,5824,4803,5924,5317,5588,5734
1103,11.188,173.11757,187,359,522,832,1005,1194,1566,1658,1859,2038
1106,0.627,173.12881,1000,1675,1759,2025,1992,2243,2193,2213,2262,2322
1113,4.403,174.05518,1520,3268,5283,6949,8307,9416,10308,10780,10656,10500
1115,0.626,174.11765,2098,3355,3353,3582,3584,3516,3427,3365,3400,3686
1126,0.561,175.05701,1379,1699,1999,1798,2330,1826,2176,2165,1951,1994
1129,1.962,175.11848,112,242,411,620,1052,1278,1778,2029,2038,2165
1130,0.53,175.1194,117778,150348,160536,165989,184822,176807,185686,193411,199022,194288
1134,17.685,175.14803,405,665,802,1049,1123,1186,1333,1404,1478,1559
1135,6.702,175.14891,822,1782,2617,3659,4621,5211,6106,6206,6887,6276
1139,0.587,176.10078,5460,6539,7767,8005,7483,7614,7723,6479,7400,7423
1148,6.904,177.05481,580,1166,1869,2405,2780,3320,3545,4039,4004,3704
1149,5.432,177.0549,468,1014,1577,1952,2346,2668,2882,3196,3584,3886
1151,8.248,177.05568,286,593,863,1269,1517,1792,1943,2179,2383,2594
1153,1.109,177.10197,860,1366,1463,1516,1450,1491,1642,1928,1858,1935
1163,0.533,178.05898,1048,1485,1606,1776,2256,1772,2170,2106,2163,1990
1165,3.867,178.08662,419,890,1516,1982,2475,2727,3296,3602,3940,4109
1178,5.293,179.1069,371,680,1145,1484,1766,2117,2284,2354,2472,2548
1179,0.598,179.11168,710,1107,1265,1261,1141,1136,1160,1172,1168,1364
1181,0.574,179.12791,1466,2413,3040,3316,3747,3543,3505,3874,3824,3752
1182,1.136,179.12923,485,715,562,593,599,657,858,1079,1311,1450
1183,17.684,179.14372,1046,1873,2127,2600,2839,3068,3316,3572,3783,3692
1184,17.682,179.17914,430,749,900,1168,1270,1335,1424,1534,1648,1653
1185,19.9,179.17937,87,107,200,253,307,370,330,405,439,551
1186,16.533,179.17982,702,1153,1667,1955,2194,2567,2786,3025,3264,3166
1190,0.61,180.08696,1548,1650,1660,1760,1699,1867,1853,1933,1992,1966
1192,3.215,180.10162,265,554,935,1085,1313,1408,1396,1410,1340,1446
1198,0.663,180.13753,1028,1913,1889,2012,2192,2177,2121,2224,2055,2097
1208,17.472,181.10689,856,1130,1262,1432,1575,1674,1717,1753,1779,1780
1210,11.415,181.12283,484,1077,1474,1803,2187,2594,2875,3118,3743,3515
1211,17.462,181.12291,161,260,358,475,631,698,846,847,877,1121
1213,0.637,181.12674,819,1479,1396,1614,1569,1622,1412,1406,1432,1341
1214,18.932,181.15863,253,531,611,694,761,1006,1143,1222,1503,1616
1222,7.025,182.08122,174,329,553,705,900,1106,1267,1438,1673,1683
1224,0.692,182.08173,106499,150141,156575,160306,162503,147903,141193,141640,143980,142901
1225,0.608,182.08957,106598,151801,104764,162163,165658,148462,84210,114342,143980,142901
1233,0.709,183.08495,11047,15543,16330,16614,16281,15462,15069,15083,14783,14441
1237,17.684,183.13789,1141,2000,2384,2971,3479,3644,3840,4115,4352,4538
1249,0.594,184.0733,13164,15980,16426,16325,15652,17485,15485,17019,17471,16724
1253,17.183,184.10103,1237,1737,2187,2455,2510,2733,2984,2889,3006,2724
1260,0.546,185.03271,2012,2216,2630,2792,3593,2981,3625,3454,3400,3879
1261,0.492,185.06596,6262,7299,7791,8503,8725,8819,8142,9305,8200,8935
1264,8.997,185.11772,203,255,396,521,614,783,994,1088,1171,1209
1265,0.616,185.1277,397,662,1115,1475,2019,2012,2247,2421,2237,2401
1266,1.335,185.12828,606,1207,1943,2036,1937,1934,1772,1839,1940,2086
1268,17.684,185.15327,1489,2299,2890,3587,3960,4502,4907,4923,5230,5751
1271,18.928,185.15421,606,1051,1249,1492,1900,1978,2356,2734,3127,2918
1275,0.535,185.95949,4131,5627,6537,7303,8064,8318,8486,8753,9285,9939
1281,0.594,186.08649,1582,2186,2424,2780,2415,2748,2418,2492,2469,2434
1284,0.614,186.12077,1859,3056,3339,3805,3493,3813,3670,3739,3607,3570
1295,10.135,187.05966,518,1067,1369,1686,1933,2209,2393,2594,2816,2679
1301,0.6,187.10817,4221,6040,7204,7223,6969,7875,7232,7808,7818,7758
1303,0.613,187.1441,224,401,928,2031,2719,2710,2760,3122,2988,3160
1305,1.288,187.14441,1330,2669,2802,2336,2222,2332,2320,2349,2505,2454
1311,0.61,187.62395,987,2078,2286,2490,2274,2343,2163,2391,2051,2219
1314,0.525,187.95653,458,724,673,894,888,992,981,1031,1111,1122
1316,0.55,188.03513,1444,1907,2333,2471,2877,2447,2963,3026,2933,3099
1317,1.231,188.07034,1831,2351,3010,2596,2214,2263,46035,65822,39526,20600
1320,1.806,188.07115,291,213,211,197,477,59634,46035,65822,16399,20600
1321,2.427,188.07132,39976,77715,108193,116140,112437,112345,112258,118062,121088,121032
1323,0.573,188.08101,3437,5025,5179,6356,5900,6204,5582,6366,4428,6015
1324,16.682,188.11469,171,344,484,488,538,642,601,661,660,954
1325,0.636,188.1169,2602,4264,4698,4995,4831,5008,4775,4770,4321,4250
1327,0.526,188.17589,679,973,1157,1322,1502,1593,1739,1638,1849,1790
1330,0.543,189.01575,1088,1458,1622,1815,1939,2072,1818,2126,2171,2166
1333,2.384,189.07401,4950,9498,13164,14506,13500,14374,13986,13980,14641,14367
1334,0.51,189.07904,3190,3983,4183,4751,4685,4480,4523,4911,4625,6916
1338,7.294,189.11215,502,833,1208,1304,1835,2050,2365,2685,2837,2950
1339,0.623,189.12263,4275,8694,11701,13923,14843,14635,17449,22942,20737,19077
1340,1.394,189.12392,2730,5912,9369,12456,14914,13006,9767,9622,9733,10411
1341,1.719,189.12418,3820,6829,9369,12456,13750,10400,9072,9649,10197,10200
1342,16.559,189.13087,903,1296,1335,1529,1471,1579,1637,1604,1640,1650
