Alignment ID,Average Rt(min),Average Mz,C1_DUO,C2_DUO,C3_DUO,C4_DUO,C5_DUO,C6_DUO,N1_DUO,N2_DUO,N3_DUO,N4_DUO,N5_DUO,N6_DUO
10,0.582,70.06529,6083,7395,8179,9546,9274,8059,9026,10418,9759,5602,6420,8301
12,0.472,70.53161,890,1752,1281,669,1377,1252,2240,1828,1975,888,1069,1225
15,0.469,71.02921,2038,3762,2208,1940,3573,2401,4060,4094,4140,1582,2884,3078
19,0.603,72.0808,55220,88162,65561,80710,106905,87522,83542,114274,68143,79236,58664,92396
27,0.585,74.06016,3061,3350,3976,4653,4277,4121,4792,5006,4461,3214,3542,3782
29,17.428,75.0443,815,1364,701,1264,1062,1078,880,1558,1171,1333,1210,1294
50,0.458,79.03883,510,1188,1030,446,1200,978,1094,1281,1313,380,752,1142
62,0.471,79.53676,3483,7487,4481,4408,5902,4858,8649,7324,7040,3259,4637,5012
65,0.472,80.53583,433,1385,1079,870,1217,918,1610,1366,1422,469,780,1080
75,0.475,82.01383,794,1857,1558,988,1716,908,2069,1770,2148,906,1075,1249
76,0.472,82.03951,2918,5437,4066,3208,5789,4191,6523,6019,6188,2187,3455,4333
78,0.47,82.53732,6532,14469,9209,7144,10780,9098,15136,13642,13313,5118,8444,9615
86,17.684,83.08536,2060,2361,2545,2185,2269,3012,2864,2873,1946,2981,2184,3559
87,2.066,83.08549,76,0,0,1766,6294,10379,427,0,0,1483,7498,9830
88,0.47,83.53552,1510,2622,1229,899,1935,1272,2224,2095,2233,855,1323,1478
90,0.592,84.04429,3911,4946,5081,5209,5963,5189,5758,5609,5723,4685,4578,5270
103,18.907,85.10177,1184,1484,946,1124,1217,1160,1490,1735,774,1635,1185,1279
109,0.867,86.09682,618732,592815,793062,980973,789631,659522,737109,904825,764342,600377,669827,723886
123,0.796,87.10009,33086,32127,45207,63603,46696,35865,42027,54861,42496,32501,36487,38880
135,0.476,88.04436,2847,7054,4088,4246,6243,5621,6458,6798,6241,3334,4703,5438
139,0.468,89.04285,691,1578,968,799,1259,1300,1763,1670,1409,718,1433,1320
154,0.581,90.05512,12786,13496,19595,20491,15777,17367,23096,20365,20096,19187,22649,18276
159,0.474,90.54708,1855,4658,3082,2554,4003,2924,4184,4735,4042,1970,2832,3742
173,0.473,91.0448,18346,35690,23277,18894,30811,24624,39522,32692,35989,15606,22573,25862
179,0.452,91.54514,4966,8644,6417,4896,7464,6750,10096,10117,9167,4195,6541,6574
190,17.475,95.08593,2025,2575,1978,2580,2434,2500,2350,3276,2030,2723,2596,2810
216,17.685,97.10105,5026,6357,7108,5521,7876,8652,7115,7252,6469,8042,5881,9337
217,14.722,97.10128,188,268,194,0,433,232,104,205,176,184,531,511
218,19.894,97.10143,872,1186,698,258,1126,886,624,1006,722,608,1508,2160
246,0.726,98.98425,11787,12488,13843,9924,8145,12178,13949,11616,13176,18044,13723,10551
247,0.884,98.9847,11794,12488,13843,2813,8145,12178,13949,11616,13176,18044,13723,10551
262,0.473,99.55254,14256,29127,20105,16704,24884,20575,33103,28200,31897,13774,18814,21887
277,0.788,101.02303,3960,3236,1856,969,2078,2130,1038,1474,3638,948,1582,2210
278,0.582,101.06083,1014,1634,1000,2296,2298,2528,1658,1903,2072,1280,1061,1876
279,2.061,101.09614,1212,1219,1329,7498,25791,41643,2393,1012,1248,6010,26287,40026
283,0.604,102.05533,6477,9406,11992,14331,13697,13473,9963,15072,13025,9752,13006,12802
296,0.693,103.05466,5914,4097,4512,9510,4044,3677,5691,6613,4472,3817,4435,3561
297,1.239,103.05481,19512,14854,19092,31503,16035,14455,20739,27554,16571,14704,14265,15604
306,0.641,104.0536,6007,2079,31102,49285,32899,25512,11850,47277,25264,9859,33013,30495
307,0.587,104.0705,1026,2664,1167,871,843,1829,1870,919,1370,1986,1002,2264
309,0.551,104.10744,162426,115762,251652,288044,137413,187026,228146,204211,163474,200214,234779,158938
311,0.478,105.00369,1039,1472,1057,619,1352,975,1792,1800,1609,372,953,1020
320,0.572,105.11015,9299,6597,14219,16936,7886,10268,13405,12397,9197,11875,12473,9060
323,0.602,106.04952,4542,6335,7530,8009,7820,6662,6092,7564,7304,7066,7824,8026
326,0.539,106.95159,1405,1362,849,511,725,1044,1021,744,585,820,1104,913
341,4.414,107.049,236,270,320,262,458,380,402,352,489,368,406,277
342,1.242,107.04964,6274,4681,5730,10431,5369,4933,6747,8289,4954,4602,5142,4682
360,0.474,108.06023,5466,10468,6723,6574,9932,8003,11577,10290,10196,5030,7373,8668
368,10.132,109.02877,0,412,269,0,806,107,0,86,192,132,531,329
369,0.454,109.0591,1281,2411,1568,1498,2038,1647,2699,2302,2157,1286,1593,1776
371,16.657,109.10129,1146,2577,3192,2142,2721,2743,2024,2494,2159,3324,3466,3564
372,17.654,109.10178,1760,2174,2083,2491,2147,2428,2620,3308,2221,2550,2126,2673
378,0.476,110.00892,2380,6309,3566,2372,6121,4380,6787,7259,6460,1947,3026,5031
380,0.548,110.07155,5830,5728,6208,8589,10228,6777,8133,8280,7238,5958,5116,8388
386,0.952,111.09222,581,184,686,492,166,3545,364,374,291,146,603,1505
387,17.684,111.11681,5594,7397,7854,6372,9264,10338,9027,8973,6398,9741,6951,11264
388,16.552,111.117,342,951,936,796,883,812,784,636,644,1110,1331,1329
390,14.725,111.11711,190,76,180,175,379,138,244,114,253,134,372,447
396,0.61,112.0508,1170,1644,866,768,2091,1453,1882,880,1058,1726,1015,1535
397,0.551,112.08738,1502,1838,1481,1396,1618,1156,2242,1551,1593,728,928,1236
402,0.617,113.02081,5459,4110,3745,1959,2958,2953,2053,2099,4388,4336,3678,2758
403,0.701,113.0349,4491,3900,3803,3376,5107,6052,8286,4718,4980,5749,4618,5625
406,18.922,113.13268,547,1217,565,896,1006,890,1282,1450,392,1566,1003,1141
416,0.577,114.06732,4992,11321,5833,3839,9664,5807,4011,4568,6837,4768,5577,4634
427,0.54,115.0876,2742,2031,2528,5056,2892,3471,5046,4636,2915,2496,1622,3137
442,0.576,116.07045,48120,84382,94970,116174,120600,79311,83994,114384,130765,75985,79226,95694
443,3.641,116.07051,5008,6755,4891,6848,6200,3756,3513,6899,6463,3140,3923,5525
449,0.558,117.07382,2982,5054,5994,6578,7748,5085,4743,7609,7596,4286,5034,5894
457,2.422,118.06512,2595,1861,2803,4719,2084,1797,2134,3430,2770,1594,1627,2040
460,0.596,118.08608,121182,240216,160675,176041,242991,212322,196984,251060,159386,225306,189883,270834
466,0.742,119.0496,7160,4785,5913,8374,4888,4509,7506,7782,5588,4437,4209,4690
469,2.083,119.1068,1348,892,1104,5688,19782,34028,1556,1104,1086,3693,20014,33044
473,6.256,120.06535,5078,2399,769,1160,739,710,1214,1045,728,403,442,804
474,6.193,120.06542,5078,2399,769,1160,739,710,1214,1045,728,403,442,804
476,0.577,120.06609,10179,13624,15268,19346,17797,14309,15100,18958,17758,12711,14468,16201
477,1.26,120.0667,4190,2587,4364,5673,3366,3916,5759,5178,3191,2243,2863,3813
478,2.395,120.08045,7962,4488,4867,6576,3697,3714,6914,6466,4739,2399,2983,2952
480,7.019,120.08096,2968,1609,1119,1535,521,906,3163,3064,864,454,975,686
481,0.639,120.08117,217808,159733,184456,373751,139825,140612,206100,236529,158819,153937,162368,154257
484,0.549,120.10186,864,852,5232,9678,12157,3317,8847,4806,3548,6160,8497,11240
488,5.127,121.06497,164,271,163,229,290,86,258,196,334,77,154,240
489,0.698,121.0663,1778,1564,1684,2433,1574,1252,1820,2034,1474,1140,1462,1317
490,1.206,121.08458,63967,47860,61017,105629,54978,48470,68147,86524,56296,47570,50310,50091
491,0.684,121.08482,19749,12111,14461,30786,11605,11337,18933,19135,13344,14335,13412,12581
492,16.532,121.10104,690,1902,2293,1594,1927,2430,1446,1583,1925,2360,2983,2559
496,0.521,121.53158,944,1275,915,233,1279,834,950,637,1276,1656,1048,2065
506,0.521,122.92445,1805,3764,1580,1083,2646,4069,3672,2055,1338,5591,2567,5048
508,0.614,123.05517,38215,46591,65141,54168,42752,61357,65570,44199,65248,139219,103279,86488
509,16.667,123.11735,968,3349,3468,2299,3526,3687,2771,3004,2374,3662,4414,4528
510,17.63,123.11739,1748,2385,2019,2039,1841,2104,2142,2731,1800,2133,1640,2281
513,0.608,124.03929,1594,1350,374,1560,4122,1020,752,1375,667,658,1026,2125
523,1.973,125.10811,1257,296,1648,1123,0,8081,102,0,556,123,141,4070
524,17.685,125.13231,5474,7577,8946,6739,9795,10137,8492,8900,6797,9948,7722,10715
526,19.888,125.13265,995,1552,651,345,1379,769,727,1063,574,751,1517,2118
532,0.649,126.02202,11581,8472,15741,13512,12749,14920,20260,12188,12398,22955,13140,15664
541,0.476,127.02408,6763,18043,8346,7607,15976,12249,19388,19470,13620,7358,7510,14523
542,0.785,127.03885,1270,3313,1646,1130,1962,2072,680,821,1673,1548,2282,2050
543,10.103,127.03904,245,888,824,372,1347,586,110,338,836,508,1370,936
545,1.111,127.04974,644,1330,1509,1641,4092,723,549,1284,1196,424,302,952
551,0.479,128.021,2346,6690,3187,2490,5360,4501,6825,7106,5866,3049,2800,5324
552,0.72,128.07095,2034,1792,2674,1796,1015,9967,1007,771,1830,1352,1281,6711
555,0.476,129.01598,1336,3546,1909,1384,3272,2295,3433,3439,3115,1599,1420,2326
556,0.476,129.0397,4267,12392,5639,4796,11566,8203,13170,12807,9469,4075,4946,9475
561,19.9,129.09103,794,868,540,146,909,504,311,688,503,434,957,1052
563,5.108,129.1021,10600,4965,1601,3173,1035,1898,4086,3545,1400,893,1166,902
564,0.595,129.10239,14152,9987,10430,14038,11220,12561,19925,15272,10957,6411,6946,10279
568,0.493,129.5768,5729,5796,5461,7549,7902,7023,13197,10209,6355,2766,2652,6579
572,0.457,129.59448,7562,3733,7375,11073,3458,4787,16297,11124,10049,1157,1308,3174
575,0.468,130.01727,366,873,516,415,684,548,1024,1053,565,290,379,748
576,0.606,130.05011,23216,40850,34116,37751,49898,40586,34767,40384,39337,40989,37905,43278
578,0.5,130.08646,56381,59503,55001,79974,106405,81778,129685,89445,57340,62570,42354,91920
579,1.574,130.08669,4682,3713,1036,1947,1870,1298,2074,2783,1026,1132,1186,1409
582,0.62,130.60226,6760,4968,2104,2216,2747,2581,3494,3355,3932,822,1166,1472
587,1.241,131.04982,15856,11882,16020,27293,13052,11809,17726,22852,13645,11620,12267,13094
588,0.617,131.05025,5543,6203,5278,8714,4553,4226,5544,6602,4778,4908,5046,4818
589,0.545,131.08961,3762,4074,3672,5844,7177,4978,8377,5806,4350,4291,2951,5570
590,0.525,131.543,752,5986,387,0,1623,485,501,301,528,537,1224,2205
596,0.57,132.07683,279206,253716,450188,484558,262995,393071,527089,435800,430262,2382,501713,383098
597,2.436,132.08037,3752,2868,4327,7608,3484,2452,3639,4928,3957,2304,2514,2874
602,0.866,132.10269,1073927,1075852,1311444,1621453,1274276,1116464,1241702,1484251,1292998,1020892,1097166,1194478
610,0.637,133.03236,7193,3678,42382,69427,44238,34628,16320,67024,32802,13510,46818,43690
611,8.318,133.04916,0,318,315,91,279,0,0,106,94,175,329,212
613,0.548,133.06126,5008,11067,9203,9660,15987,10243,6804,9910,9517,11006,6930,7301
618,0.722,133.10583,58131,46153,104562,102498,103818,82384,61044,136771,100300,57458,64851,89369
620,0.584,134.02734,2387,2296,17165,15076,31034,29130,8463,28577,19213,6540,28307,28711
621,0.615,134.04501,7151,10490,7608,10318,12577,8978,8123,10148,10634,8550,6821,14328
623,4.568,134.06052,210,100,280,0,0,0,121,128,137,0,0,83
635,0.549,136.04788,6872,3811,5660,6355,3255,3031,4005,4420,4446,4280,6334,3697
637,0.739,136.07637,76392,49793,68357,97469,52159,50166,77060,84774,60782,43696,45600,49208
641,0.668,137.04565,41773,50213,80228,56758,68217,102220,106788,46544,76850,197228,108867,92179
643,0.795,137.07904,5812,3796,5385,7577,3974,3370,5826,6532,4479,2697,3342,3669
647,17.457,137.13264,1443,1689,1954,2420,2245,2524,2142,2236,1868,2432,2167,2971
648,16.652,137.13301,832,1947,2805,1638,2375,2741,1761,2344,1632,2850,3409,3088
652,0.587,138.04987,8651,9804,11044,9436,8344,8626,8733,8185,11474,15233,13404,8786
663,0.601,139.05019,983,1601,1083,804,1975,1734,713,937,918,1447,1894,4989
667,17.685,139.14792,4198,5834,7260,5282,7695,8451,6537,6987,5536,7467,5843,8655
668,19.885,139.14819,970,896,424,94,1002,832,520,754,597,617,1165,1383
672,0.485,140.052,1307,7596,868,473,1866,826,1046,903,1165,1190,2203,2726
673,0.546,140.06828,13278,22040,8906,7812,7000,7965,6915,7335,6767,12466,18648,12278
686,2.071,141.08888,288,422,467,9566,26811,40819,2408,745,84,7266,29616,39296
690,18.928,141.16383,661,1370,849,867,1266,1274,1044,1328,598,1063,1186,1308
705,0.612,142.02737,94,905,634,236,1256,555,206,576,442,1683,831,849
706,0.547,142.04823,1928,1546,2244,2982,2625,1742,1716,2497,2228,1460,2146,1728
707,2.03,142.09239,108,123,126,661,1806,2642,121,193,162,538,2092,2560
710,0.478,142.58998,2501,1744,3372,7933,3207,3076,9910,6434,3074,1108,1117,2819
721,17.686,143.10651,1356,1763,2066,1513,2465,2736,2190,2093,1855,2493,2370,3266
722,19.9,143.10661,1077,1053,664,208,1124,800,496,1025,612,425,1806,1962
723,18.93,143.1069,1018,2581,1302,1491,2226,2228,2056,2258,1209,2452,2117,1972
724,0.665,143.11783,10915,5384,6729,8629,6334,6458,9921,8683,6187,3388,4203,6119
725,1.465,143.11839,13895,6405,7116,14505,5442,4030,7963,10265,7626,2327,3039,4159
726,0.519,143.57927,3016,3087,2430,2019,2635,2831,4423,2136,3178,1065,1187,1981
734,0.621,144.06653,1443,1419,1049,677,928,1009,1107,888,993,1252,851,1009
735,3.561,144.08116,3286,4812,1328,732,473,1101,2202,94,5701,2052,222,3106
736,2.4,144.08157,3872,2721,4144,6772,3024,2630,3632,4575,3765,2041,2202,2893
737,0.593,144.10168,3016,11462,4080,1587,7658,5336,3552,2816,4700,11816,15788,13103
738,2.033,144.10243,3357,1047,4117,2962,686,19430,1040,499,1817,1105,892,8977
740,0.65,144.60503,5029,2235,1123,861,806,1159,1690,956,2023,510,1066,795
747,0.476,145.03474,7831,21392,10123,8768,21375,14713,23679,22034,16914,8160,9413,16635
753,0.611,145.13321,134,340,0,0,630,0,0,231,138,0,0,481
761,4.397,146.06065,567,1027,121,418,2165,1189,595,249,934,313,328,1700
762,2.423,146.0609,7968,5236,9051,14814,7719,4667,7288,10532,7667,4646,5262,5862
763,1.34,146.06108,88,285,110,678,215,2274,117,154,324,331,161,166
764,0.598,146.09241,4155,11051,3619,1596,3964,5214,2731,2004,3381,12295,6790,9324
765,0.593,146.11751,3263,4375,5216,3169,7095,4531,5602,4804,7369,6512,10144,8206
766,2.261,146.11812,2088,1645,2038,2342,1122,1318,2867,2952,1183,811,1278,640
772,0.489,146.16551,8575,7432,14472,15034,6683,6662,23990,18653,22966,10086,6845,7098
781,0.469,147.05029,8111,21203,9113,8831,18050,13552,19790,21211,16232,8368,9966,18454
785,0.59,147.07663,21253,39954,30124,33528,52986,36922,28302,38191,34735,30445,28636,41909
787,0.497,147.1129,127551,157242,141387,191518,260448,185936,272240,213777,133345,160341,105718,227135
788,1.687,147.11296,5604,4043,1046,2286,1445,1078,2723,2708,922,674,708,903
789,17.689,147.11697,651,1180,1506,1318,1428,1532,1377,1294,1084,1410,1023,1697
795,0.547,148.00389,17648,8396,17974,19606,11507,14615,17648,14054,13935,15475,16636,10842
796,0.597,148.06003,33898,65392,54735,54298,69126,61501,52729,59844,65452,62278,56526,61070
799,0.558,148.11678,8751,9910,9174,12180,16196,11766,18583,13215,9206,10892,7231,14432
808,5.824,149.04468,424,472,372,188,525,608,421,412,365,415,455,607
810,1.243,149.06023,36780,26533,37471,63580,30795,27542,39572,51893,33087,25939,25936,30230
812,0.635,149.06049,12856,9923,11025,20655,9003,9180,12821,14056,11100,9906,11212,9864
815,2.972,149.1174,149,208,0,95,201,409,215,205,217,154,216,281
816,17.682,149.13228,942,1714,1814,1201,1957,2401,1938,1870,1686,1920,2016,2370
818,11.174,149.13268,120,292,134,118,415,269,236,264,312,322,302,392
819,16.531,149.13304,746,2058,2229,1220,1829,1958,1474,1604,1890,1918,2902,2457
822,0.542,149.99312,1503,1760,1521,1258,2633,2293,2252,1664,1028,1765,1409,2127
825,0.635,150.05881,27105,10928,158815,267824,162249,127784,57708,244425,123216,52275,178088,164488
826,1.256,150.06291,4272,2893,4722,7913,5216,4084,4106,7671,3921,2748,4843,4500
827,5.223,150.06294,197,0,555,949,560,525,765,1882,256,219,399,400
830,0.628,151.06065,1968,1187,9756,15409,9764,7534,3802,14444,7365,3522,9767,9738
833,10.977,151.0759,991,982,796,1217,838,1242,1459,1477,565,607,1346,1177
835,17.687,151.11157,1214,1455,1629,1331,1947,2116,1614,1795,1420,1920,1535,2263
836,18.858,151.14798,725,1439,634,710,1192,832,734,782,453,852,1286,1320
838,17.47,151.14825,1263,1211,1834,1424,2091,2367,1774,1956,1403,2135,1802,3134
839,0.56,151.62599,2107,9172,1670,1019,15160,2696,440,1580,4164,1117,4474,8322
842,0.556,152.02292,2008,3036,3902,2540,1915,2900,2382,2105,2183,3275,2784,1719
843,0.682,152.05525,3283,3352,7830,12116,11042,8054,6018,10543,7172,6914,9449,8855
854,0.686,153.04106,20435,9135,26882,25070,15008,22501,29532,29265,20007,27590,24494,21342
859,17.681,153.12784,948,1384,1747,1278,1779,2057,1758,1676,1174,1986,1940,2011
860,18.931,153.12784,884,1814,1211,1237,1897,1546,1469,1510,807,1725,1708,2032
862,17.685,153.16359,2644,3779,3984,3344,4794,5213,4640,4516,3660,4799,4244,5760
866,0.549,154.05861,10408,6744,7937,9301,4660,4586,5717,6137,6456,6058,10336,5292
867,0.698,154.08466,5063,4448,5968,7301,6193,5484,5805,7405,4879,3956,5022,5101
870,0.553,155.04286,1509,2704,4368,4646,4460,2740,2003,3611,3855,1880,3346,1215
871,0.679,155.08221,3964,1977,4076,3816,1242,19996,1557,2065,2634,1514,1412,11461
872,11.174,155.10667,576,940,566,425,495,512,385,496,481,582,799,860
873,17.686,155.10699,1011,1489,1755,1218,2159,2256,1627,1752,1347,1858,1481,1857
878,0.549,156.07719,25792,36608,41610,55422,73779,39090,39527,48862,46922,41954,36996,55014
882,0.487,156.59294,3578,3056,3997,8484,5724,6609,12912,5700,4816,1981,1664,4721
890,4.199,157.09692,6850,2221,1638,3771,1418,1167,2351,2750,1993,702,1072,1597
892,17.634,157.12236,2134,2456,3396,2525,3700,4214,3036,3226,2887,3547,1181,4346
893,18.927,157.12283,1204,2881,2004,1858,2699,2821,2426,2206,1194,3022,2813,2998
902,0.547,158.09302,3398,2830,3711,4027,3302,3452,4115,4270,3029,1912,2578,2939
903,0.609,158.11731,3100,4818,1780,307,4473,2650,1538,1458,1349,5767,5136,6145
904,4.965,158.1176,1503,2148,4396,3451,5022,2506,1788,3651,5356,3188,4230,3873
906,0.51,158.16441,3903,4779,1233,972,832,832,9933,517,3615,4325,501,1110
923,5.849,159.06532,830,341,1247,355,191,104,343,1106,280,100,76,185
926,0.595,159.07655,5113,4714,4416,4090,5159,5025,5517,4158,4318,5114,3172,5179
927,2.425,159.09216,6413,4330,6035,11479,5382,3774,5755,7840,6688,3512,3778,4299
929,0.623,159.11279,9502,5657,3761,5617,6310,5992,6848,6385,5090,2505,3055,5499
939,1.093,160.07581,5740,4415,7308,2398,5751,6110,1779,6696,6941,8380,7889,5508
940,0.66,160.07658,1930,1816,2280,1189,5751,1936,1483,1938,2654,2668,2647,1978
942,0.678,160.1076,1318,1282,994,1395,2939,918,1944,1141,1464,1166,1091,1649
943,0.604,160.13304,4633,7531,5979,7734,10591,9181,8091,11324,8975,19416,10329,12000
950,0.587,161.0918,7800,5246,4702,4467,3220,4027,6532,5789,6781,1753,1874,2908
958,0.578,161.13606,965,991,1210,1232,1661,1391,1554,1390,1529,2683,1533,1857
964,1.058,162.02264,297,418,1845,1221,238,11433,401,333,538,474,1964,5294
967,3.145,162.05469,771,2065,263,715,2014,1097,1065,696,753,409,377,3090
970,0.598,162.07628,2070,7224,4250,2375,7253,8586,6521,3162,3838,11415,8175,9731
971,0.569,162.11244,23206,21167,40621,32850,26749,34132,40409,30744,33147,50354,46779,36413
979,8.616,163.05995,272,624,119,80,3855,872,0,0,0,105,1171,2067
980,0.658,163.0603,2609,9403,1165,2413,2369,1199,475,1517,1439,1081,3902,2938
982,0.58,163.11545,1833,1655,3355,3029,2484,2864,3517,3277,3002,4444,3556,3497
987,17.192,163.14873,1158,1656,2216,1949,2529,2839,2408,1902,1615,1759,2277,3020
991,0.544,163.97778,3690,2762,8878,8002,4287,6939,8107,6298,5595,10670,7868,7986
996,0.716,165.05511,102943,66602,89974,138961,69582,69678,101394,115911,80037,59770,62313,67865
1003,17.685,165.12662,1883,2675,3787,2521,3134,3585,3063,3315,2755,3964,2685,4328
1007,16.537,165.16396,1205,4105,4191,2092,3441,3509,2205,3064,2782,3925,6222,4703
1010,0.612,166.05396,19760,25139,11918,14503,7527,10553,23362,11528,14708,19677,6704,8960
1013,2.491,166.08594,15986,5219,7136,10980,5044,5654,10737,9576,8254,3641,3183,5116
1014,7.258,166.08638,3338,2193,2214,2876,1836,1651,4598,3546,2527,1225,1161,1744
1017,0.637,166.0867,507558,349962,407044,801641,324633,315757,484306,502451,363419,345496,382931,361646
1018,1.241,166.08672,1219364,950761,1190568,1638773,1094017,971505,1273676,1468706,1075099,888789,937085,1048580
1021,0.622,166.12009,2786,2417,1398,3779,2085,2730,6217,3923,3962,926,1241,1289
1029,5.824,167.05502,431,396,287,194,455,292,343,339,386,464,327,265
1031,16.593,167.05565,1360,2099,3286,3159,2502,2252,1472,2416,2414,3300,2728,2936
1032,0.531,167.0589,1765,2447,1155,1594,1149,1298,1996,900,1583,1838,794,1197
1035,0.596,167.08992,48600,33476,38510,78039,31265,29079,46492,47755,35229,33016,34348,33244
1036,1.255,167.09015,144118,97861,140722,249892,117737,102191,156006,204508,126467,96961,100202,109355
1037,17.463,167.10687,628,518,1426,1225,1256,1962,1538,1145,846,1447,1286,2244
1039,11.172,167.14333,0,286,200,158,135,87,82,80,95,106,146,188
1041,17.685,167.14363,1014,1868,2160,1694,2666,2911,2274,2185,1805,2296,2208,2790
1043,17.683,167.17905,968,1902,2019,1497,2251,2643,1972,1812,1738,2052,1964,2372
1047,0.524,168.07628,1768,3620,2025,1698,3072,3550,8200,1015,4297,10241,925,5968
1048,1.243,168.09142,10467,7367,10862,17414,9854,7948,11924,14462,9067,7320,7621,8548
1049,0.835,168.09163,4038,3208,3380,6216,2888,2637,3790,4043,2773,2874,3101,2931
1050,16.676,168.09872,840,1774,1535,1351,1966,2043,1361,1508,1527,1609,1508,2052
1056,0.542,169.0589,5434,5306,6822,9522,6548,4183,4392,6694,7239,2538,6269,3576
1057,0.562,169.09523,12438,4661,9551,13236,7180,5147,6675,10732,7394,3594,6670,4691
1058,1.371,169.09763,1199,768,954,1257,861,1068,1017,1210,867,521,810,1189
1059,17.684,169.12207,1965,2949,3540,2411,4030,4263,3192,3510,2972,3694,3189,4457
1060,0.538,169.98592,7709,2797,5462,6082,4323,4573,5764,4325,3318,3807,3791,2822
1061,0.548,170.03246,15368,10700,22224,19886,16153,16421,16963,14034,14583,35085,27981,22999
1066,0.573,170.084,1203,1080,131,1236,930,533,734,242,362,719,497,862
1071,0.688,170.59935,3230,1972,1138,1775,1364,1136,1841,1954,1413,468,1202,1455
1073,0.585,171.05305,1714,1216,2281,4246,1835,1961,2298,3435,2625,1393,1372,1586
1074,0.502,171.06258,642,2285,2987,4575,1970,2731,3529,4624,2647,857,682,1742
1077,1.371,171.11246,11005,5926,5185,8679,4444,4123,7780,6474,4826,1775,2974,3890
1078,6.416,171.11252,9115,1541,1544,5707,1394,1875,5907,3332,1356,746,1401,430
1079,0.626,171.11267,9246,7434,4717,4793,6224,6067,6534,5693,4827,3293,3836,5566
1080,4.13,171.11293,12701,4758,4211,7458,2622,2796,5779,5789,4868,1573,2075,2543
1082,1.973,171.11354,3939,1577,4303,5284,2310,11290,3646,2842,1487,1312,1294,5602
1083,5.718,171.11391,8245,3587,4057,5312,2530,1970,3488,5476,4801,983,2160,2492
1084,17.684,171.13756,2616,3442,4314,3064,5242,5885,4103,4356,3824,4850,4241,5971
1085,18.93,171.138,1434,3417,2091,2005,3189,3131,2757,2541,1579,3840,3249,3240
1086,19.897,171.13815,1352,2052,986,410,1739,1170,976,1454,1108,833,2426,2794
1088,0.481,172.06398,728,1955,785,816,1430,1353,1504,1809,1262,754,854,1268
1098,0.559,173.04262,12410,2956,6397,6308,3518,6489,10815,12561,5436,3445,6101,3346
1103,11.188,173.11757,908,961,558,1014,1066,645,556,1166,430,478,1065,1056
1106,0.627,173.12881,4413,2697,2086,2471,2368,2878,3581,3314,2764,1728,1525,2227
1113,4.403,174.05518,404,866,78,522,1940,820,472,278,741,212,102,1667
1115,0.626,174.11765,7599,5782,3065,4280,4448,3393,5684,5961,3628,1547,2634,2944
1126,0.561,175.05701,929,1087,1079,1091,810,1321,735,1012,1127,498,914,482
1129,1.962,175.11848,6197,2543,812,2054,954,954,2078,2067,1132,473,926,709
1130,0.53,175.1194,477716,314485,547512,617709,387386,327986,512238,558125,489758,294841,397281,338551
1134,17.685,175.14803,954,1210,1467,1072,1904,1867,1594,1515,1237,1792,1196,2103
1135,6.702,175.14891,8156,439,5492,5744,3597,989,6976,10192,2323,78,412,342
1139,0.587,176.10078,1253,3225,2040,1240,4718,3856,3779,2314,3598,5878,2417,4841
1148,6.904,177.05481,607,2335,631,0,914,378,0,138,224,376,1556,961
1149,5.432,177.0549,634,1335,588,0,950,360,0,246,421,232,694,769
1151,8.248,177.05568,349,1570,325,0,586,85,0,136,315,92,904,478
1153,1.109,177.10197,2179,1786,2911,1210,2274,2595,936,2860,2753,2812,3481,2041
1163,0.533,178.05898,2864,1930,3354,4627,2963,1761,1741,2852,2750,964,3041,1715
1165,3.867,178.08662,1566,258,1793,1305,0,8777,266,0,612,303,104,3422
1178,5.293,179.1069,204,365,0,111,717,84,96,234,400,0,92,677
1179,0.598,179.11168,2238,1432,1136,1382,1136,1313,2046,1796,1023,352,1004,812
1181,0.574,179.12791,3120,3186,2480,2232,2723,2376,3182,2786,2233,1168,2537,2443
1182,1.136,179.12923,2272,970,1455,2614,1350,1100,2503,3287,1406,976,1322,1043
1183,17.684,179.14372,2043,3282,4208,3162,4498,5158,3597,3954,3410,4081,3832,4925
1184,17.682,179.17914,1160,1587,1619,1540,2467,1863,1631,1907,1490,2218,1448,2145
1185,19.9,179.17937,827,1314,582,108,974,738,286,862,395,670,1357,1749
1186,16.533,179.17982,1373,4626,3614,2012,3737,3549,2328,3405,2896,4141,6068,5428
1190,0.61,180.08696,825,2082,377,110,1437,128,472,263,638,321,1211,1247
1192,3.215,180.10162,1081,992,1013,1095,756,860,1445,1233,595,435,770,821
1198,0.663,180.13753,5515,3267,2467,4109,3089,3325,4052,6121,3370,1327,1973,3029
1208,17.472,181.10689,608,424,1287,1250,1123,1674,1340,865,893,1117,847,1581
1210,11.415,181.12283,2054,2648,2437,3157,6883,3592,2004,3342,2768,1184,3904,5400
1211,17.462,181.12291,270,359,744,624,784,1229,908,609,487,836,678,1264
1213,0.637,181.12674,3887,2300,1546,2106,2044,2395,3127,3137,1662,871,1094,1590
1214,18.932,181.15863,727,1700,1065,890,1632,1341,1358,1458,652,1663,1476,1354
1222,7.025,182.08122,584,284,235,422,288,467,670,543,278,260,116,332
1224,0.692,182.08173,317782,216087,275153,430594,206425,208283,311929,360993,246498,183088,189446,215152
