Alignment ID,Average Rt(min),Average Mz,C1_DUO,C2_DUO,C3_DUO,C4_DUO,C5_DUO,C6_DUO,N1_DUO,N2_DUO,N3_DUO,N4_DUO,N5_DUO,N6_DUO
8135,9.527,570.21625,1605,1740,1823,1453,1739,1517,1257,1511,2119,1658,1603,1817
8136,10.589,570.21661,1398,1614,1704,1450,1672,1318,1578,1535,1710,1989,1498,1400
8137,15.657,570.2774,5844,4134,4516,5711,3728,4231,5778,5442,5035,5661,3263,3937
8138,13.829,570.28021,2068,1675,4222,4335,1672,3045,4682,3744,1796,4361,2373,3568
8141,3.704,570.32532,3602,1260,1428,3694,1303,1011,2202,1881,1354,382,1366,1161
8142,11.813,570.34674,983,4349,345,571,982,2018,690,842,506,924,1262,409
8143,14.4,570.34705,1623,1745,2106,2710,1110,1550,2223,1398,1314,1994,1332,1637
8144,15.426,570.3537,1283,2233,2590,1975,2615,4580,4307,2937,2146,2977,3614,5036
8172,13.881,571.2879,915,732,1556,1420,567,1071,1605,1237,648,1459,936,1209
8175,10.757,571.34698,1306,321,670,2446,3038,2135,2805,1201,454,428,581,2936
8176,15.436,571.35547,448,868,947,832,903,1467,1252,917,633,1079,1176,1562
8177,14.44,571.35889,690,547,602,742,510,695,702,473,456,582,495,726
8193,9.746,572.32251,943,566,907,2259,1010,1290,510,664,667,347,638,786
8198,11.823,572.36005,1366,285,304,746,1405,307,1268,800,256,0,466,1888
8199,16.424,572.3703,1802,5548,2703,5004,5165,4872,5948,7373,4623,3681,4298,6885
8200,15.221,572.37152,259,562,589,373,576,1208,526,573,266,926,431,1265
8203,8.579,572.79602,1758,1318,956,1704,278,634,413,283,230,258,245,210
8209,13.869,573.30469,51723,143420,26241,34412,94272,33675,31422,41952,46653,36056,42687,59282
8210,10.988,573.35651,1175,2122,548,823,895,909,1389,1788,1421,491,538,409
8211,11.8,573.35962,946,966,340,600,582,315,870,784,406,250,387,642
8213,16.461,573.37616,541,1746,1110,1598,1748,1424,2269,2628,1610,1423,1495,2126
8223,17.92,574.38483,12006,29226,3037,8930,14766,7916,12333,18036,19937,5720,9971,15828
8235,7.102,575.27588,2026,4194,374,1067,790,815,698,1095,512,465,317,626
8239,0.627,575.30499,1077,1235,1128,1400,1653,2220,1720,1436,1371,1322,1189,1800
8241,4.822,575.30646,5448,6105,1061,1960,1373,747,894,1979,753,485,1158,1026
8246,11.698,575.37463,736,1613,262,303,527,251,1198,1741,643,862,452,0
8254,10.462,576.32959,3056,2254,1382,1620,984,1209,2483,2072,1409,968,1235,599
8255,9.483,576.33032,4402,3171,1756,2034,1197,1469,3209,2985,1486,1320,1331,977
8256,16.789,576.40381,329,1053,526,268,862,832,933,528,352,739,631,1348
8271,14.217,577.37555,851,571,338,449,426,1086,501,360,292,270,320,396
8276,8.784,578.30737,2799,717,443,3700,595,684,1659,2673,512,256,648,374
8278,18.057,578.4184,1970,3872,1922,1890,3349,3255,3171,2845,1652,2437,2795,3590
8285,13.838,579.26941,432,158,343,739,638,1077,812,680,900,964,1274,851
8286,13.494,579.29364,2304,7784,2109,2511,5525,1816,2077,2676,1594,1940,3939,3034
8288,5.859,579.35046,2833,2639,773,82,1526,475,91,374,300,643,935,1076
8289,18.091,579.41998,638,1432,708,670,1188,1073,1113,1224,756,932,852,1261
8290,18.735,579.43616,3685,5586,1686,5092,1415,2613,5358,7037,1606,5880,1526,3258
8294,3.017,580.31036,374,88,913,714,132,3496,307,182,174,76,0,969
8296,15.133,580.34271,1594,820,1126,1804,1440,1879,1597,1305,594,1137,889,777
8297,11.041,580.35083,4052,6035,1414,1874,2739,3895,2436,2378,1336,2717,2418,2421
8299,15.371,580.35962,196,452,80,475,323,180,282,190,211,316,446,261
8307,14.11,581.30878,2070,6812,3849,2341,6245,3264,3514,3686,4675,3539,3846,5548
8324,12.53,583.25604,140,0,102,78,268,182,132,308,106,234,203,179
8325,14.905,583.32483,22195,16636,9222,10698,50302,4689,26181,8762,25251,11718,15706,12170
8336,11.164,584.32477,597,370,314,1552,1919,932,725,678,2260,264,651,345
8337,8.261,584.32806,3730,1808,2232,2593,162,623,2772,5191,1915,448,2150,173
8339,14.947,584.33038,7029,4971,3025,3545,14575,1763,7480,3182,7491,3730,5316,4233
8361,11.372,585.32574,1841,160,881,1244,948,1007,3707,2771,873,144,502,1462
8362,6.865,585.32916,226,578,762,546,781,327,483,739,428,170,738,1149
8363,7.395,585.33289,2547,931,647,883,86,224,1116,667,329,234,164,371
8367,16.457,585.4151,95,0,296,880,1595,1668,563,376,496,504,429,726
8371,7.452,585.83496,1615,168,88,1257,201,291,898,683,141,87,685,0
8376,10.729,586.34076,708,950,240,1276,1745,1326,1306,1051,1506,578,1110,742
8379,7.104,586.79547,3619,977,1910,3994,1858,1534,2315,3559,1554,958,1436,1775
8399,3.141,588.29846,4373,3465,6961,7819,5117,7528,10002,8874,6775,5283,3895,6102
8402,13.295,588.315,310,274,160,418,2353,628,385,1558,1058,124,102,1070
8407,8.101,588.96173,814,478,174,552,0,506,1979,1413,0,82,78,145
8434,14.279,590.32196,5363,3706,5493,7170,2322,3330,5102,4324,3830,3342,2340,3191
8446,1.205,591.27472,1666,1079,1935,2471,1530,1537,2363,2148,977,851,999,1338
8448,10.561,591.31763,1577,549,439,1144,605,470,1472,774,1085,415,579,408
8450,14.299,591.32495,2068,1188,2111,2658,989,1214,1896,1463,1269,1191,888,1284
8461,5.782,592.30316,1841,870,3878,3352,2555,2685,1923,4203,2086,1016,1938,1698
8466,7.919,592.33575,920,273,82,1321,238,1645,913,632,156,159,120,307
8467,18.965,592.43433,207,1207,421,390,1078,662,458,467,478,622,637,980
8476,19.865,593.15887,276,508,539,646,665,420,253,581,636,727,650,630
8477,18.292,593.27661,1554,5467,1562,511,7289,2361,885,889,1772,1134,5891,4227
8479,10.55,593.33453,5710,838,1534,2997,2269,1404,2914,1922,3534,2288,1563,1833
8486,9.1,594.24054,0,113,221,128,751,305,116,130,136,93,265,148
8487,18.26,594.28052,656,2174,705,232,2532,823,463,445,765,516,2259,1857
8489,10.492,594.33807,2143,419,588,1082,724,565,1263,910,1494,939,680,812
8490,15.563,594.37628,273,977,275,1066,715,630,644,130,573,1092,892,822
8501,18.268,595.2843,196,611,104,0,673,194,0,111,185,0,509,434
8502,13.869,595.28638,23188,45294,12040,15072,33868,15303,14910,17744,20844,16411,17013,24040
8506,10.601,595.34534,1493,220,563,1244,542,266,1045,680,1483,662,477,214
8509,12.661,595.37567,908,0,318,726,1116,805,1130,1117,0,130,189,676
8510,15.58,595.38062,156,493,0,491,566,329,330,106,161,282,503,433
8513,9.17,596.25702,352,350,82,154,96,234,304,430,290,87,279,105
8514,9.976,596.25775,324,339,957,1440,2736,821,380,113,1232,929,1218,1502
8523,13.393,597.30347,8951,16960,9025,10882,10857,9052,11029,13470,6925,9157,13731,6896
8556,4.399,599.27301,1767,982,476,865,267,501,2431,1081,157,209,285,325
8558,14.108,599.31946,3706,10837,6660,4025,9748,5144,5280,6122,7657,5463,7056,8154
8564,21.441,599.42859,357,1797,0,421,363,367,184,298,76,941,137,417
8568,8.123,599.83917,4064,3340,5189,5177,2606,4445,7814,6818,2382,80,160,275
8569,7.801,599.84113,6565,2293,5189,7103,3335,5618,7814,5226,2800,2249,2542,2696
8575,7.841,600.34155,3368,2282,3322,4934,1655,2648,4900,3854,1564,1424,1657,144
8577,18.084,600.40161,634,1264,503,426,724,817,791,884,600,695,421,1064
8586,12.994,601.29938,182,84,0,216,1520,549,598,420,581,0,124,460
8588,14.917,601.33557,31160,23417,14176,17352,74867,7288,36118,13005,40116,17047,24847,18673
8590,16.676,601.42279,271,2349,2148,1018,1618,2471,2268,2170,1342,2579,1492,2504
8597,3.851,602.28149,1211,858,1386,2018,1266,813,1481,1592,1550,455,779,627
8598,11.662,602.31134,616,569,791,873,552,560,924,908,513,2123,983,652
8601,15.038,602.3399,10008,7706,4462,5782,22258,2304,11521,4381,12058,5347,449,6049
8607,13.424,603.29187,1090,745,1645,2275,1322,2013,2165,1405,971,3647,2481,1409
8608,13.511,603.29919,1037,245,1645,2275,916,2013,2165,1405,971,3647,2481,1409
8610,14.96,603.34454,2802,1716,1224,1294,5550,739,3031,1246,2589,1285,1700,1503
8616,18.474,604.43237,289,1136,402,367,709,477,797,518,382,612,456,899
8617,10.258,604.65747,236,0,489,1870,666,938,415,1349,420,194,508,307
8629,17.676,605.45215,2664,1778,1640,1719,1137,2239,2781,1460,2135,1700,812,1636
8631,8.274,605.84216,647,590,604,811,682,670,895,917,509,95,648,663
8641,16.406,607.25671,0,241,208,0,374,270,0,106,94,0,286,356
8646,12.932,607.34875,909,1682,471,225,624,1027,708,640,228,0,285,530
8648,17.143,607.42133,320,357,385,970,609,700,751,690,415,580,774,693
8667,17.922,609.27106,265,680,249,363,822,273,107,168,186,93,431,603
8672,18.924,609.48291,3618,8030,3696,5617,3985,5578,6688,11333,2486,12752,3241,4936
8673,17.465,609.48761,717,426,2145,1016,1887,3966,2466,1169,912,2532,1158,3511
8680,15.199,610.37341,0,186,0,374,106,166,0,0,118,235,207,128
8690,9.097,611.26624,277,340,102,387,756,412,248,248,175,76,454,250
8694,10.938,611.34839,414,96,121,126,139,98,339,104,159,0,185,88
8695,16.062,611.38043,76,1324,140,193,1283,431,647,633,650,528,378,1252
8701,8.952,612.27179,380,169,141,200,272,190,319,332,132,191,204,145
8704,15.138,612.32666,444,781,1557,1273,957,1234,1063,1189,1150,1757,1276,1247
8705,14.964,612.35004,164,327,2770,1116,288,2160,2169,2324,1802,1515,2275,1350
8708,8.897,612.37262,2722,1356,415,3780,369,773,1450,3568,683,400,487,268
8713,0.684,613.16077,10946,8330,9750,4734,4663,12200,5418,3664,11546,10763,2967,5771
8716,9.999,613.28308,626,671,1769,2498,4877,1482,798,1511,2638,1589,2461,2601
8717,9.189,613.28333,645,622,441,1031,417,294,455,783,388,165,186,302
8720,7.874,613.34332,17810,13408,26856,26377,19657,25739,32997,22447,17684,17077,12875,16128
8729,8.135,613.84729,12411,8706,100,18360,407,550,22062,14288,248,262,390,268
8734,16.267,614.34344,1590,118,2121,2366,1170,2015,1726,1866,1957,2516,1448,1421
8736,7.833,614.3468,428,112,6926,6990,5377,6469,8848,5678,5129,4464,3267,100
8742,7.764,614.84235,4019,3110,4381,6409,3241,4476,6499,4082,2921,2292,2454,3058
8754,10.035,615.27917,95,239,305,76,604,89,290,207,557,458,439,364
8755,9.127,615.27985,316,281,334,201,108,303,183,238,110,90,0,100
8765,13.982,615.39209,220,89,146,647,441,416,101,210,388,82,106,180
8779,14.469,616.34613,9194,62539,5443,3870,24686,7973,5299,11945,21076,2941,19783,15113
8782,15.555,616.35889,242,335,114,136,79,106,285,0,513,256,178,276
8797,15.521,617.36798,374,202,209,106,364,285,374,152,112,184,311,326
8798,12.074,617.40118,491,2166,415,0,1084,0,98,184,299,292,1428,589
8799,12.884,617.40588,147,428,258,98,516,307,0,0,165,88,425,257
8807,9.992,618.242,0,250,330,620,1227,389,234,323,555,542,585,753
8813,8.606,618.80377,294,1480,298,848,2104,636,394,264,183,133,987,80
8816,12.994,619.31018,239,0,0,279,1281,304,324,324,449,101,202,305
8819,16.514,619.38422,0,1296,192,380,958,344,513,374,550,440,448,1123
8824,15.917,620.39404,0,0,0,0,80,129,0,172,136,237,278,128
8830,9.694,621.29376,263,136,106,210,162,76,252,500,231,96,115,350
8831,14.108,621.30194,1614,5208,2942,1317,4583,2736,2377,2727,3471,2664,3076,3531
8832,13.37,621.30237,4153,4045,5670,6227,5206,7468,8388,5772,4062,13670,9957,5470
8833,20.324,621.3111,3182,5651,7403,5413,5447,2046,4430,7610,4556,7882,7579,5286
8834,7.547,621.32153,1557,526,306,936,2496,1035,748,1123,602,628,3118,2122
8846,14.554,622.38202,330,600,472,0,294,102,0,0,92,0,412,546
8853,7.022,623.28485,242,265,469,434,530,326,301,407,278,330,678,199
8854,14.928,623.31769,9908,7313,4590,5232,22129,2356,12912,4696,14696,5634,9541,5497
8855,13.654,623.31793,506,427,1029,1124,590,909,1022,828,606,1833,1122,560
8859,7.805,623.34943,2608,912,202,642,313,288,2943,447,282,196,78,96
8869,12.932,624.37427,702,1148,424,290,386,679,481,391,207,203,163,340
8871,12.266,624.42371,2099,215,1437,1124,2374,1290,1698,1562,646,162,2055,2103
8892,10.883,626.31274,328,857,304,164,246,109,255,161,0,80,727,142
8909,19.862,628.19629,12508,27092,21383,13081,22199,18429,8166,22974,16692,22115,23641,23989
8914,16.06,628.40363,116,1451,205,262,1202,600,853,614,776,693,630,1581
8915,13.823,628.40466,1787,519,715,938,582,916,1944,1888,769,408,497,358
8918,19.821,629.19531,7285,15362,12782,7603,12578,10715,4532,12097,10548,13885,15417,14610
8919,8.502,629.30188,295,239,684,2144,2243,1453,2217,1762,1792,576,2173,1962
8922,14.016,629.33063,1483,1171,255,1480,16589,4636,1454,3001,5386,905,909,3985
8924,9.746,629.38788,3868,4386,3596,6557,5058,5614,5424,4244,4823,3162,3452,3341
8934,15.92,631.37885,199,164,167,265,218,493,116,95,219,153,190,249
8935,11.679,631.39417,328,304,201,1335,91,466,837,343,104,105,167,1104
8937,18.925,631.46301,1322,2327,1185,1690,1309,1660,2240,3116,943,3936,907,1404
8938,20.622,631.48962,1223,1019,78,134,586,132,175,79,175,0,1162,618
8947,11.63,632.41028,466,0,0,304,1514,92,1192,402,0,0,167,988
8948,12.263,632.41278,3983,578,2575,2288,4706,2096,3894,3586,1135,360,3430,4523
8949,18.971,632.46985,582,995,530,761,657,762,909,1203,482,1462,501,650
8961,10.862,633.32794,360,432,114,404,904,207,306,520,228,531,270,257
8964,13.83,633.35809,1216,388,563,605,372,718,1466,1504,767,542,184,210
8974,13.689,634.31512,738,140,209,1706,511,260,2261,1692,172,674,256,474
8981,15.644,634.89441,247,1625,1236,114,1057,1023,168,768,510,1200,2110,2394
8988,13.595,635.38013,759,1180,252,129,914,907,282,216,343,441,902,923
8989,12.884,635.41626,193,373,225,196,577,406,94,147,0,0,199,318
8999,6.966,636.33478,3932,3434,11193,6295,7057,6814,6023,4304,7708,5370,3986,8218
9003,16.474,636.42291,1452,1119,215,311,96,98,0,0,80,223,626,212
9004,13.912,636.44818,100,208,788,0,650,223,0,0,0,76,234,268
9006,8.41,636.85492,186,456,1787,1952,498,1033,406,1397,1556,405,160,320
9011,7.136,637.28564,357,1778,140,786,1629,342,1207,1398,1599,277,496,1444
9013,7.915,637.31262,813,614,589,2973,348,4077,1746,2108,272,315,376,418
9015,16.439,637.42499,136,219,174,347,252,269,263,210,134,168,225,0
9018,7.802,637.64789,94,0,139,2817,0,3588,272,179,138,104,1243,160
9019,8.155,637.6499,598,597,167,187,92,236,1485,1386,138,80,0,87
9024,7.887,637.98047,76,428,124,2014,0,2542,218,142,77,0,987,0
9028,7.174,638.29156,469,201,304,404,1230,509,384,653,797,343,228,608
9033,13.392,638.32855,1044,1335,1235,1307,1321,1539,1862,1184,758,2782,2291,1278
9034,20.326,638.33783,7552,13418,16956,10934,13150,4728,10174,15465,13655,17432,19734,13227
9040,7.27,639.3277,1029,882,698,661,748,633,607,619,251,534,502,334
9041,20.355,639.34222,2666,4921,5877,4251,4850,2039,3582,5869,5195,6929,7039,5390
9050,8.617,640.32379,1864,3264,826,813,705,809,1320,1764,701,442,604,519
9051,8.046,640.32574,1225,516,732,2568,1472,2408,4066,3396,825,1123,1706,317
9055,14.044,640.34619,1629,8696,2163,249,2991,641,758,868,2107,586,4779,3034
9057,12.263,640.39661,2084,375,1164,1300,2125,928,1730,1245,612,110,1500,1621
9060,5.414,640.44324,523,220,1781,3142,2826,1332,1104,1579,1678,561,1192,2944
9064,8.122,640.66028,2496,1912,421,2213,381,2106,3827,3067,657,591,1030,131
9072,13.254,641.26862,706,1340,720,817,820,738,941,842,686,680,1050,451
9074,9.757,641.3819,1510,499,530,764,228,348,733,1443,146,158,733,205
9077,13.892,641.4024,80,230,680,82,494,202,82,86,0,0,223,238
9089,14.743,642.36169,471,2717,1527,164,547,411,288,436,1026,455,2770,1369
9095,13.371,643.28534,2159,1816,2827,2865,2091,3300,3478,2500,2043,6145,3725,2848
9096,20.326,643.29309,17478,33714,40177,33815,34798,11002,29193,42550,32410,48392,50061,34692
9097,8.542,643.33508,1414,1441,649,1656,680,1465,2010,1630,292,366,406,312
9113,15.747,644.37823,6734,77790,7751,2590,10549,4508,3578,6040,17657,3008,22414,14351
9115,10.72,644.39679,2450,1134,560,1156,662,765,1780,2066,434,142,353,436
9116,12.769,644.40094,1396,954,450,880,957,776,1099,1386,572,434,508,881
9119,12.806,644.68274,3206,560,215,541,344,364,786,578,280,0,373,251
9120,10.718,644.72864,2736,1082,584,939,790,927,1891,2014,506,242,644,428
9127,10.733,645.06494,1633,596,218,481,452,408,1212,1390,258,166,128,250
9128,20.36,645.29797,1654,2635,3011,2955,3063,801,2396,3406,2384,3927,4599,2848
9131,12.871,645.35376,1999,451,189,306,286,286,569,345,86,86,292,215
9132,11.591,645.36475,988,418,259,1378,789,1380,900,754,222,482,219,258
9157,14.018,647.34076,1370,1268,123,1313,14086,3740,1548,2337,4034,644,1015,3753
9160,13.296,647.38141,316,82,0,1136,303,472,347,423,231,88,86,173
9162,17.154,647.41528,240,303,411,728,279,559,678,584,286,453,539,507
9163,13.349,647.50989,187,0,83,286,374,114,278,101,0,128,0,78
9171,13.663,648.37469,6368,2832,2738,684,2068,1641,1990,2890,1643,876,2048,2617
9172,12.939,648.37518,7865,1530,1429,2100,9438,1531,1885,1731,2365,1272,2618,4586
9181,12.919,649.37677,3200,721,564,835,3539,784,767,681,974,488,1097,1778
9182,11.698,649.3927,374,258,200,1455,428,400,336,359,272,284,148,0
9183,12.579,649.3941,187,3984,894,82,409,0,0,84,0,81,493,336
9190,13.123,650.38898,8736,6327,1978,795,5515,2434,3564,2308,957,1572,3037,3947
9191,14.177,650.38922,4424,3650,1287,437,5956,2518,676,1251,1752,940,2847,4155
9192,13.655,650.42535,967,3283,2405,1707,1237,561,324,338,492,391,2536,1334
9193,16.898,650.43958,1830,7096,1004,3460,3353,1821,2735,1183,3025,3267,3595,2518
9198,6.029,650.84363,3417,262,189,5685,436,3917,5108,6632,227,94,2394,432
9205,8.646,651.30396,216,297,465,862,1330,80,233,360,306,162,148,274
9211,12.998,651.39471,1423,2560,498,259,1021,1201,1485,1095,382,972,1333,1592
9212,16.885,651.44366,811,2816,444,1366,1600,609,1218,314,1127,1480,1417,1006
9213,12.733,651.48175,0,84,142,108,0,140,120,131,104,0,168,429
9216,8.869,651.69843,1482,2960,0,5840,80,106,4561,3102,0,0,0,0
9229,13.589,652.40643,4641,6618,1484,1026,5352,6567,1818,1799,1646,2885,5407,6050
9230,12.886,652.44299,230,431,230,108,579,398,0,151,0,0,264,280
9235,5.798,652.80646,826,221,265,2828,1852,2785,1172,2243,250,255,110,152
9239,5.99,653.28723,801,154,416,465,451,374,568,555,329,194,299,303
9240,5.907,653.30377,1443,516,323,246,482,333,1385,1727,922,469,486,382
9241,13.664,653.33044,3959,1657,1738,487,1553,931,1288,1662,1133,650,1226,2127
9242,12.938,653.33075,3384,774,738,1052,4130,886,997,669,1362,619,1122,2019
9247,17.466,653.45129,1461,523,2790,2691,1733,2768,2640,1792,1271,3543,1686,2444
9258,17.646,654.33362,4533,14995,5286,5333,7011,11716,5524,2996,6724,10353,5556,9051
9260,17.441,654.45435,670,220,1163,941,582,1253,1200,942,704,1569,734,1170
9270,8.687,654.99493,153,102,1778,1252,614,1109,422,608,870,165,1175,106
9274,0.988,655.17438,836,681,742,838,883,1210,889,485,922,995,397,927
9277,15.253,655.31891,0,530,179,279,520,356,226,352,0,638,425,80
9280,14.175,655.34436,2894,2773,930,312,4412,1973,605,1041,1404,696,1932,3014
9281,13.172,655.34589,1692,3386,753,380,1530,1472,1952,1303,635,1049,1348,2011
9282,12.755,655.34637,4093,1111,822,654,2440,447,513,1003,646,307,951,1256
9283,8.819,655.37836,14457,5417,2657,5221,2065,2387,3926,5752,2981,1176,2409,1488
9284,13.702,655.38031,759,2266,1575,1304,848,372,100,216,335,266,1272,921
9285,14.718,655.39062,463,1808,152,0,619,77,76,90,211,86,587,409
9288,17.688,655.4884,3282,2288,2689,5127,2018,2708,4012,5038,3550,3747,1686,2696
9297,8.868,655.88025,10762,4139,2266,3992,1278,1608,2792,3999,2265,954,1726,999
9315,14.712,657.36047,122,0,0,0,147,162,78,98,136,0,144,187
9316,13.59,657.36084,2563,4350,855,686,3238,3699,1171,1181,1007,1628,3185,3219
9320,18.18,657.48401,210,351,654,798,844,1727,1657,838,299,1498,858,1350
9321,17.188,657.48767,1140,2645,4488,3477,5663,7303,5210,4392,2934,4410,4217,8068
9328,16.467,658.4046,160,460,0,283,127,97,224,0,304,103,295,122
9331,17.643,659.2887,5578,15178,5906,6001,6646,13475,6314,3048,8560,11210,5231,9104
9343,17.682,661.29095,421,1378,503,666,521,1168,554,251,792,1130,550,754
9347,14.004,661.37878,200,610,390,0,466,136,102,124,203,0,647,352
9351,9.762,662.35669,1311,1181,751,1242,502,875,1294,1242,694,333,847,620
9353,16.964,662.43866,666,1538,444,645,1044,418,405,329,955,417,714,553
9355,8.26,662.88013,903,362,917,1364,1142,124,700,1273,234,334,543,916
9357,9.781,663.3642,1471,915,893,1282,576,418,1206,1349,722,301,818,294
9358,11.223,663.37219,522,346,98,1809,380,270,602,602,287,182,106,180
9370,12.013,664.36902,1679,1068,304,406,2704,638,602,514,564,413,1377,2022
9371,12.56,664.36951,4283,1770,1180,1315,3911,1836,906,1132,1388,866,2393,3290
9381,8.57,665.28009,423,522,300,208,434,97,208,271,114,132,614,412
9385,9.1,665.36566,1418,974,796,2438,5020,3660,1027,2793,5212,2787,2970,5185
9386,10.207,665.36688,778,786,661,1185,2546,2558,148,1584,3842,4110,1527,3907
9387,12.549,665.37274,1589,719,397,458,1667,699,294,445,448,370,1019,1464
9388,8.1,665.37915,7014,780,7100,19358,5089,8771,9976,23510,4784,2995,4776,4703
9406,20.341,666.36743,0,0,136,75,109,92,0,0,123,248,277,294
9411,13.137,666.41895,735,143,89,2745,594,1360,820,580,283,237,106,274
9412,11.69,666.42242,227,194,179,1600,468,627,657,156,321,179,144,140
9413,15.987,666.43146,210,624,352,913,654,772,515,469,656,563,975,447
9425,21.447,667.41443,330,2227,94,381,265,324,306,588,0,1053,0,190
9438,13.28,668.40009,706,988,305,220,967,570,260,235,150,194,665,879
9452,14.017,669.32251,538,511,126,762,7206,2028,796,1272,2441,123,491,2177
9463,19.17,670.30701,111,215,433,458,271,310,341,965,398,179,338,225
9474,13.134,671.37677,591,146,94,1631,186,681,738,680,118,276,207,158
9489,14.704,672.41742,1548,5287,553,76,2017,450,182,315,893,354,1708,1223
9490,16.942,672.42236,1710,5204,940,2548,2588,1265,2277,971,2368,2530,3272,1764
9491,17.414,672.54901,2222,3724,1026,3062,2172,1302,2033,4088,2549,2160,2634,2473
9507,7.072,673.37231,10839,3198,367,1560,122,1354,7985,1320,448,124,108,257
9509,17.471,673.46466,488,278,697,650,470,780,904,512,370,908,388,725
9528,19.163,675.26385,402,561,710,782,432,447,591,1454,560,148,368,548
9532,17.463,675.43787,743,444,1246,984,729,1192,1202,1212,875,1636,878,1137
9549,17.456,676.45111,767,1650,412,512,1006,147,757,110,938,822,1018,392
9550,17.295,676.45709,542,1463,1067,1155,1269,1390,1652,1205,1046,1427,1164,1495
9565,10.163,677.32111,470,730,542,436,624,486,316,746,207,91,794,184
9567,14.705,677.3714,1636,6928,546,177,2410,530,207,548,1128,455,2332,1830
9569,16.704,677.474,435,2762,3159,2697,2375,3133,2378,3078,2021,3668,3503,3299
9572,10.172,677.82703,382,496,316,78,684,237,201,312,214,96,381,331
9575,11.394,677.91772,226,0,98,0,306,82,326,267,107,0,76,455
9576,10.108,678.34943,827,1316,788,536,793,881,706,770,617,347,901,630
9577,8.629,678.35211,1893,2867,1020,942,3182,1090,593,603,544,476,1482,2443
9578,11.782,678.38446,5371,675,651,6234,1590,1841,2162,2336,1167,579,449,1354
9579,18.581,678.47284,2268,7905,611,1942,2430,1121,2228,650,3115,2237,2928,1348
9585,8.947,679.32959,1617,422,980,2100,106,734,982,1155,674,512,239,541
9589,20.332,679.36292,355,851,995,548,744,361,414,880,714,791,818,866
9590,10.745,679.37006,1864,506,368,1220,702,1021,1233,1293,698,494,618,498
9591,9.759,679.37909,2534,2187,844,1066,942,1210,1521,1530,768,774,1934,1002
9592,13.999,679.39099,412,1426,480,0,936,224,110,124,348,177,1186,633
9594,18.685,679.47614,1056,3116,186,750,1014,534,984,386,1606,1039,1289,546
9595,16.081,679.5116,102,1484,1266,582,1228,1261,871,764,674,1347,11711,1721
9599,8.962,680.33917,1065,4078,940,812,591,867,789,1383,172,392,578,343
9601,11.812,680.39587,3692,430,474,2367,660,454,1106,1417,391,436,275,208
9602,11.275,680.40125,898,125,235,2818,844,521,796,830,632,230,105,284
9605,17.419,680.53711,6995,13204,3057,8182,6160,3933,5827,11574,6560,6969,7994,8013
9612,6.204,681.27557,128,484,230,175,109,105,150,79,94,77,82,166
9614,10.103,681.37372,1126,1220,660,606,116,518,838,949,192,274,132,76
9616,17.701,681.50433,2099,2533,2350,593,1864,2930,2067,1918,1351,2821,2226,2708
9628,11.785,683.34033,1880,183,274,2872,541,560,824,976,441,406,185,486
9630,17.422,683.54382,101349,188387,68225,116919,112309,83873,112335,176456,121311,108262,149270,133951
9634,0.708,684.25189,435,923,0,0,444,178,84,0,95,190,584,411
9636,7.485,684.39349,1818,584,771,1633,229,571,1433,2080,830,407,106,672
9637,16.97,684.42041,512,1739,419,567,787,623,366,402,742,501,437,593
9645,17.381,685.5517,10884,20511,7390,13089,11664,10231,12353,18825,12446,11766,15510,14512
9647,10.055,685.83594,586,1008,1058,260,2181,395,137,365,1241,626,1839,888
9650,10.11,686.3349,479,860,1101,789,2057,231,559,360,1016,734,1260,1049
9653,5.694,686.35925,394,453,584,830,286,505,758,922,685,430,431,243
9668,16.068,687.49872,0,337,356,106,325,353,150,92,86,172,2017,643
9669,10.144,688.31342,407,724,465,213,853,100,225,267,593,346,910,678
9670,14.03,688.34778,78,719,353,0,241,83,0,76,183,0,183,147
9671,3.767,688.35266,1330,1212,1589,1847,1362,1687,2147,1968,1668,1421,1199,1741
9675,0.551,689.21204,1444,2781,666,0,574,584,175,288,697,756,1490,732
9679,10.801,689.86536,1130,817,567,661,518,734,1206,930,654,184,599,324
9682,0.569,690.21674,430,879,81,0,0,296,0,78,90,230,400,333
9686,17.444,690.53131,2010,2509,1951,2614,2627,3496,4327,3350,2181,3595,2411,3950
9695,8.019,691.39905,928,1185,222,647,92,92,2000,2103,140,86,0,100
9697,17.436,691.52985,5229,5838,7812,7443,7299,13569,15223,8952,6740,11846,7834,14272
9731,9.755,693.3479,1336,435,774,1303,617,528,992,1602,493,170,521,535
9738,12.078,694.37842,512,452,80,90,731,76,198,281,135,0,568,746
9739,13.546,694.40259,552,1146,517,0,603,77,124,187,361,176,910,1101
9745,8.858,695.37616,4801,8006,1125,1346,1919,1273,1129,942,862,290,3230,2264
9746,10.113,695.37939,1251,1966,694,852,692,1026,442,960,585,394,1174,836
9747,17.188,695.43298,680,1383,1360,1549,1365,2599,2189,1760,1691,1956,1279,2819
9754,10.149,696.37457,554,427,1506,576,1196,425,342,607,1022,1309,1046,833
9755,8.776,696.3786,2058,3100,718,789,992,557,359,519,366,296,1635,736
9757,14.216,696.41669,1643,4900,1639,0,2809,455,440,703,961,559,2565,3166
9758,17.224,696.43561,472,757,751,865,1034,1126,1173,1024,713,1219,854,1388
9766,17.66,697.3576,153,633,241,160,268,458,210,0,200,428,132,465
9773,14.974,698.43048,221,450,334,0,490,150,0,78,86,82,475,625
